monthly_revenue,average_balance,daily_transaction_spikes,shop_type,merchant_category,is_approved
5248.5,48000.0,1,60000.0,1,0
5250.0,208000.0,2,260000.0,2,1
5251.5,24000.0,2,30000.0,2,1
5253.0,352000.0,2,440000.0,2,0
5254.5,288000.0,2,360000.0,2,0
5256.0,40000.0,2,50000.0,2,1
5257.5,216000.0,1,270000.0,1,0
5259.0,120000.0,2,150000.0,2,0
5260.5,160000.0,1,200000.0,1,0
5262.0,40000.0,2,50000.0,2,0
5263.5,168000.0,2,210000.0,2,0
5265.0,40000.0,2,50000.0,2,1
5266.5,40000.0,1,50000.0,1,0
5268.0,352000.0,1,440000.0,1,0
5269.5,48000.0,2,60000.0,2,1
5271.0,56000.0,2,70000.0,2,0
5272.5,232000.0,2,290000.0,2,0
5274.0,112000.0,1,140000.0,1,0
5275.5,248000.0,2,310000.0,2,0
5277.0,360000.0,2,450000.0,2,0
5278.5,288000.0,1,360000.0,1,0
5280.0,440000.0,2,550000.0,2,0
5281.5,144000.0,1,180000.0,1,0
5283.0,112000.0,1,140000.0,1,0
5284.5,40000.0,1,50000.0,1,0
5286.0,160000.0,2,200000.0,2,0
5287.5,48000.0,1,60000.0,1,0
5289.0,112000.0,1,140000.0,1,0
5290.5,56000.0,1,70000.0,1,0
5292.0,16000.0,2,20000.0,2,0
5293.5,80000.0,2,100000.0,2,0
5295.0,288000.0,1,360000.0,1,0
5296.5,80000.0,2,100000.0,2,0
5298.0,128000.0,2,160000.0,2,0
5299.5,128000.0,2,160000.0,2,0
5301.0,104000.0,1,130000.0,1,1
5302.5,80000.0,2,100000.0,2,0
5304.0,72000.0,1,90000.0,1,1
5305.5,64000.0,1,80000.0,1,0
5307.0,176000.0,2,220000.0,2,1
5308.5,208000.0,2,260000.0,2,1
5310.0,24000.0,1,30000.0,1,1
5311.5,80000.0,2,100000.0,2,1
5313.0,64000.0,1,80000.0,1,0
5314.5,16000.0,2,20000.0,2,0
5316.0,112000.0,1,140000.0,1,0
5317.5,24000.0,2,30000.0,2,1
5319.0,72000.0,1,90000.0,1,0
5320.5,120000.0,2,150000.0,2,0
5322.0,200000.0,1,250000.0,1,0
5323.5,16000.0,2,20000.0,2,1
5325.0,40000.0,1,50000.0,1,0
5326.5,80000.0,1,100000.0,1,1
5328.0,400000.0,1,500000.0,1,0
5329.5,40000.0,2,50000.0,2,0
5331.0,32000.0,2,40000.0,2,0
5332.5,64000.0,2,80000.0,2,0
5334.0,80000.0,1,100000.0,1,0
5335.5,144000.0,1,180000.0,1,0
5337.0,72000.0,2,90000.0,2,0
5338.5,8000.0,2,10000.0,2,0
5340.0,160000.0,2,200000.0,2,0
5341.5,64000.0,1,80000.0,1,1
5343.0,72000.0,1,90000.0,1,1
5344.5,64000.0,2,80000.0,2,1
5346.0,72000.0,2,90000.0,2,1
5347.5,64000.0,2,80000.0,2,0
5349.0,112000.0,1,140000.0,1,1
5350.5,384000.0,1,480000.0,1,0
5352.0,184000.0,1,230000.0,1,0
5353.5,56000.0,1,70000.0,1,1
5355.0,160000.0,2,200000.0,2,0
5356.5,144000.0,2,180000.0,2,0
5358.0,152000.0,1,190000.0,1,0
5359.5,16000.0,2,20000.0,2,0
5361.0,8000.0,1,10000.0,1,1
5362.5,64000.0,2,80000.0,2,0
5364.0,48000.0,1,60000.0,1,0
5365.5,400000.0,2,500000.0,2,0
5367.0,40000.0,1,50000.0,1,1
5368.5,288000.0,2,360000.0,2,0
5370.0,8000.0,2,10000.0,2,0
5371.5,240000.0,1,300000.0,1,1
5373.0,56000.0,1,70000.0,1,0
5374.5,200000.0,2,250000.0,2,0
5376.0,8000.0,1,10000.0,1,1
5377.5,112000.0,2,140000.0,2,0
5379.0,80000.0,2,100000.0,2,0
5380.5,88000.0,2,110000.0,2,0
5382.0,168000.0,1,210000.0,1,0
5383.5,168000.0,2,210000.0,2,0
5385.0,56000.0,2,70000.0,2,1
5386.5,16000.0,1,20000.0,1,0
5388.0,176000.0,1,220000.0,1,0
5389.5,16000.0,2,20000.0,2,1
5391.0,64000.0,1,80000.0,1,0
5392.5,400000.0,2,500000.0,2,1
5394.0,168000.0,1,210000.0,1,0
5395.5,64000.0,1,80000.0,1,1
5397.0,40000.0,2,50000.0,2,0
5398.5,192000.0,1,240000.0,1,0
5400.0,120000.0,2,150000.0,2,0
5401.5,168000.0,2,210000.0,2,0
5403.0,288000.0,2,360000.0,2,1
5404.5,184000.0,2,230000.0,2,0
5406.0,400000.0,1,500000.0,1,0
5407.5,120000.0,2,150000.0,2,0
5409.0,24000.0,2,30000.0,2,1
5410.5,376000.0,1,470000.0,1,0
5412.0,160000.0,1,200000.0,1,0
5413.5,376000.0,1,470000.0,1,0
5415.0,248000.0,1,310000.0,1,0
5416.5,168000.0,2,210000.0,2,0
5418.0,400000.0,2,500000.0,2,0
5419.5,64000.0,2,80000.0,2,0
5421.0,16000.0,1,20000.0,1,1
5422.5,120000.0,1,150000.0,1,0
5424.0,312000.0,1,390000.0,1,0
5425.5,8000.0,1,10000.0,1,0
5427.0,312000.0,2,390000.0,2,0
5428.5,168000.0,1,210000.0,1,1
5430.0,280000.0,2,350000.0,2,1
5431.5,120000.0,2,150000.0,2,0
5433.0,168000.0,2,210000.0,2,0
5434.5,80000.0,1,100000.0,1,0
5436.0,168000.0,1,210000.0,1,1
5437.5,232000.0,2,290000.0,2,0
5439.0,264000.0,1,330000.0,1,1
5440.5,40000.0,1,50000.0,1,0
5442.0,64000.0,1,80000.0,1,0
5443.5,272000.0,1,340000.0,1,0
5445.0,96000.0,1,120000.0,1,0
5446.5,24000.0,2,30000.0,2,0
5448.0,208000.0,2,260000.0,2,0
5449.5,40000.0,1,50000.0,1,0
5451.0,336000.0,2,420000.0,2,1
5452.5,104000.0,2,130000.0,2,0
5454.0,216000.0,2,270000.0,2,0
5455.5,40000.0,1,50000.0,1,0
5457.0,16000.0,1,20000.0,1,1
5458.5,112000.0,2,140000.0,2,0
5460.0,80000.0,2,100000.0,2,0
5461.5,40000.0,1,50000.0,1,0
5463.0,400000.0,1,500000.0,1,0
5464.5,64000.0,1,80000.0,1,0
5466.0,176000.0,2,220000.0,2,1
5467.5,24000.0,1,30000.0,1,0
5469.0,192000.0,1,240000.0,1,0
5470.5,176000.0,1,220000.0,1,0
5472.0,256000.0,1,320000.0,1,0
5473.5,184000.0,2,230000.0,2,0
5475.0,16000.0,1,20000.0,1,0
5476.5,224000.0,2,280000.0,2,0
5478.0,88000.0,1,110000.0,1,0
5479.5,144000.0,2,180000.0,2,0
5481.0,80000.0,1,100000.0,1,0
5482.5,64000.0,1,80000.0,1,0
5484.0,208000.0,2,260000.0,2,0
5485.5,88000.0,2,110000.0,2,0
5487.0,120000.0,2,150000.0,2,0
5488.5,144000.0,2,180000.0,2,0
5490.0,184000.0,2,230000.0,2,0
5491.5,400000.0,2,500000.0,2,0
5493.0,240000.0,1,300000.0,1,0
5494.5,144000.0,2,180000.0,2,0
5496.0,24000.0,2,30000.0,2,1
5497.5,88000.0,2,110000.0,2,0
5499.0,80000.0,2,100000.0,2,0
5500.5,312000.0,1,390000.0,1,0
5502.0,144000.0,2,180000.0,2,0
5503.5,240000.0,2,300000.0,2,0
5505.0,208000.0,2,260000.0,2,0
5506.5,288000.0,2,360000.0,2,0
5508.0,64000.0,2,80000.0,2,0
5509.5,80000.0,2,100000.0,2,1
5511.0,16000.0,1,20000.0,1,1
5512.5,168000.0,2,210000.0,2,0
5514.0,8000.0,2,10000.0,2,0
5515.5,120000.0,1,150000.0,1,0
5517.0,288000.0,1,360000.0,1,0
5518.5,64000.0,2,80000.0,2,0
5520.0,104000.0,2,130000.0,2,0
5521.5,24000.0,1,30000.0,1,0
5523.0,344000.0,2,430000.0,2,1
5524.5,16000.0,2,20000.0,2,0
5526.0,40000.0,1,50000.0,1,0
5527.5,112000.0,2,140000.0,2,0
5529.0,160000.0,1,200000.0,1,0
5530.5,64000.0,1,80000.0,1,0
5532.0,40000.0,2,50000.0,2,1
5533.5,224000.0,2,280000.0,2,0
5535.0,568000.0,1,710000.0,1,0
5536.5,144000.0,1,180000.0,1,0
5538.0,400000.0,1,500000.0,1,0
5539.5,288000.0,1,360000.0,1,1
5541.0,40000.0,1,50000.0,1,0
5542.5,64000.0,1,80000.0,1,1
5544.0,40000.0,2,50000.0,2,0
5545.5,40000.0,2,50000.0,2,0
5547.0,120000.0,1,150000.0,1,0
5548.5,288000.0,1,360000.0,1,1
5550.0,40000.0,2,50000.0,2,0
5551.5,40000.0,2,50000.0,2,0
5553.0,160000.0,2,200000.0,2,0
5554.5,64000.0,1,80000.0,1,0
5556.0,112000.0,2,140000.0,2,0
5557.5,16000.0,2,20000.0,2,1
5559.0,64000.0,2,80000.0,2,0
5560.5,88000.0,1,110000.0,1,0
5562.0,112000.0,2,140000.0,2,0
5563.5,240000.0,2,300000.0,2,0
5565.0,40000.0,2,50000.0,2,1
5566.5,144000.0,2,180000.0,2,0
5568.0,232000.0,2,290000.0,2,0
5569.5,48000.0,2,60000.0,2,0
5571.0,80000.0,2,100000.0,2,0
5572.5,24000.0,1,30000.0,1,0
5574.0,176000.0,2,220000.0,2,0
5575.5,184000.0,2,230000.0,2,0
5577.0,24000.0,2,30000.0,2,0
5578.5,16000.0,2,20000.0,2,0
5580.0,40000.0,1,50000.0,1,0
5581.5,64000.0,2,80000.0,2,1
5583.0,72000.0,1,90000.0,1,0
5584.5,64000.0,1,80000.0,1,0
5586.0,40000.0,2,50000.0,2,1
5587.5,40000.0,2,50000.0,2,0
5589.0,16000.0,1,20000.0,1,0
5590.5,200000.0,2,250000.0,2,0
5592.0,96000.0,2,120000.0,2,0
5593.5,88000.0,2,110000.0,2,1
5595.0,128000.0,1,160000.0,1,0
5596.5,64000.0,2,80000.0,2,0
5598.0,328000.0,1,410000.0,1,0
5599.5,80000.0,2,100000.0,2,0
5601.0,600000.0,2,750000.0,2,0
5602.5,24000.0,1,30000.0,1,0
5604.0,64000.0,1,80000.0,1,0
5605.5,344000.0,2,430000.0,2,0
5607.0,384000.0,1,480000.0,1,0
5608.5,288000.0,2,360000.0,2,1
5610.0,120000.0,2,150000.0,2,0
5611.5,104000.0,1,130000.0,1,0
5613.0,32000.0,1,40000.0,1,0
5614.5,224000.0,2,280000.0,2,1
5616.0,32000.0,1,40000.0,1,0
5617.5,96000.0,2,120000.0,2,0
5619.0,232000.0,1,290000.0,1,0
5620.5,200000.0,1,250000.0,1,0
5622.0,160000.0,1,200000.0,1,0
5623.5,64000.0,1,80000.0,1,0
5625.0,104000.0,2,130000.0,2,0
5626.5,232000.0,2,290000.0,2,1
5628.0,144000.0,2,180000.0,2,0
5629.5,288000.0,2,360000.0,2,0
5631.0,112000.0,2,140000.0,2,0
5632.5,280000.0,2,350000.0,2,0
5634.0,208000.0,1,260000.0,1,0
5635.5,32000.0,1,40000.0,1,0
5637.0,144000.0,2,180000.0,2,1
5638.5,64000.0,1,80000.0,1,1
5640.0,400000.0,2,500000.0,2,0
5641.5,64000.0,1,80000.0,1,0
5643.0,24000.0,1,30000.0,1,0
5644.5,176000.0,2,220000.0,2,0
5646.0,56000.0,2,70000.0,2,0
5647.5,408000.0,1,510000.0,1,0
5649.0,16000.0,2,20000.0,2,0
5650.5,80000.0,2,100000.0,2,1
5652.0,272000.0,2,340000.0,2,0
5653.5,144000.0,2,180000.0,2,0
5655.0,232000.0,2,290000.0,2,0
5656.5,64000.0,1,80000.0,1,0
5658.0,224000.0,1,280000.0,1,0
5659.5,144000.0,2,180000.0,2,0
5661.0,112000.0,2,140000.0,2,0
5662.5,400000.0,2,500000.0,2,0
5664.0,184000.0,1,230000.0,1,0
5665.5,200000.0,2,250000.0,2,1
5667.0,8000.0,1,10000.0,1,0
5668.5,184000.0,1,230000.0,1,0
5670.0,56000.0,1,70000.0,1,0
5671.5,112000.0,2,140000.0,2,0
5673.0,344000.0,2,430000.0,2,0
5674.5,96000.0,2,120000.0,2,1
5676.0,16000.0,2,20000.0,2,0
5677.5,24000.0,1,30000.0,1,0
5679.0,64000.0,1,80000.0,1,1
5680.5,320000.0,2,400000.0,2,0
5682.0,160000.0,2,200000.0,2,0
5683.5,24000.0,1,30000.0,1,0
5685.0,40000.0,2,50000.0,2,0
5686.5,200000.0,1,250000.0,1,1
5688.0,96000.0,1,120000.0,1,1
5689.5,64000.0,1,80000.0,1,0
5691.0,344000.0,2,430000.0,2,0
5692.5,96000.0,2,120000.0,2,0
5694.0,16000.0,2,20000.0,2,0
5695.5,16000.0,2,20000.0,2,0
5697.0,64000.0,1,80000.0,1,0
5698.5,16000.0,2,20000.0,2,0
5700.0,112000.0,2,140000.0,2,0
5701.5,8000.0,2,10000.0,2,0
5703.0,176000.0,2,220000.0,2,0
5704.5,48000.0,1,60000.0,1,0
5706.0,64000.0,1,80000.0,1,0
5707.5,24000.0,1,30000.0,1,1
5709.0,112000.0,2,140000.0,2,0
5710.5,16000.0,1,20000.0,1,0
5712.0,80000.0,2,100000.0,2,0
5713.5,176000.0,1,220000.0,1,0
5715.0,64000.0,2,80000.0,2,0
5716.5,64000.0,2,80000.0,2,0
5718.0,104000.0,1,130000.0,1,1
5719.5,240000.0,2,300000.0,2,0
5721.0,48000.0,2,60000.0,2,0
5722.5,288000.0,2,360000.0,2,0
5724.0,8000.0,1,10000.0,1,1
5725.5,40000.0,1,50000.0,1,1
5727.0,40000.0,1,50000.0,1,0
5728.5,160000.0,1,200000.0,1,0
5730.0,24000.0,2,30000.0,2,1
5731.5,176000.0,1,220000.0,1,0
5733.0,160000.0,2,200000.0,2,0
5734.5,64000.0,2,80000.0,2,1
5736.0,160000.0,1,200000.0,1,0
5737.5,192000.0,2,240000.0,2,1
5739.0,400000.0,2,500000.0,2,0
5740.5,184000.0,1,230000.0,1,0
5742.0,16000.0,1,20000.0,1,0
5743.5,40000.0,1,50000.0,1,0
5745.0,80000.0,2,100000.0,2,0
5746.5,184000.0,2,230000.0,2,0
5748.0,48000.0,1,60000.0,1,0
5749.5,96000.0,2,120000.0,2,1
5751.0,104000.0,2,130000.0,2,0
5752.5,40000.0,2,50000.0,2,1
5754.0,320000.0,2,400000.0,2,0
5755.5,192000.0,2,240000.0,2,1
5757.0,56000.0,1,70000.0,1,0
5758.5,16000.0,2,20000.0,2,0
5760.0,40000.0,1,50000.0,1,1
5761.5,192000.0,2,240000.0,2,0
5763.0,304000.0,1,380000.0,1,0
5764.5,40000.0,1,50000.0,1,0
5766.0,40000.0,2,50000.0,2,0
5767.5,344000.0,2,430000.0,2,0
5769.0,48000.0,2,60000.0,2,0
5770.5,24000.0,2,30000.0,2,0
5772.0,136000.0,1,170000.0,1,0
5773.5,56000.0,2,70000.0,2,0
5775.0,104000.0,2,130000.0,2,0
5776.5,40000.0,1,50000.0,1,1
5778.0,16000.0,2,20000.0,2,1
5779.5,40000.0,1,50000.0,1,1
5781.0,16000.0,1,20000.0,1,0
5782.5,88000.0,2,110000.0,2,0
5784.0,72000.0,2,90000.0,2,0
5785.5,144000.0,2,180000.0,2,0
5787.0,40000.0,2,50000.0,2,0
5788.5,160000.0,1,200000.0,1,0
5790.0,16000.0,2,20000.0,2,1
5791.5,40000.0,1,50000.0,1,0
5793.0,136000.0,2,170000.0,2,1
5794.5,304000.0,1,380000.0,1,0
5796.0,24000.0,1,30000.0,1,1
5797.5,24000.0,2,30000.0,2,0
5799.0,128000.0,1,160000.0,1,0
5800.5,48000.0,2,60000.0,2,1
5802.0,360000.0,2,450000.0,2,0
5803.5,64000.0,2,80000.0,2,1
5805.0,72000.0,2,90000.0,2,0
5806.5,24000.0,1,30000.0,1,1
5808.0,40000.0,1,50000.0,1,1
5809.5,24000.0,1,30000.0,1,0
5811.0,40000.0,1,50000.0,1,1
5812.5,256000.0,2,320000.0,2,0
5814.0,240000.0,2,300000.0,2,0
5815.5,312000.0,2,390000.0,2,0
5817.0,40000.0,2,50000.0,2,0
5818.5,16000.0,1,20000.0,1,1
5820.0,72000.0,1,90000.0,1,0
5821.5,240000.0,1,300000.0,1,0
5823.0,240000.0,2,300000.0,2,0
5824.5,160000.0,1,200000.0,1,0
5826.0,40000.0,1,50000.0,1,0
5827.5,16000.0,1,20000.0,1,1
5829.0,312000.0,1,390000.0,1,0
5830.5,56000.0,1,70000.0,1,0
5832.0,240000.0,1,300000.0,1,0
5833.5,112000.0,2,140000.0,2,0
5835.0,160000.0,2,200000.0,2,0
5836.5,64000.0,2,80000.0,2,0
5838.0,64000.0,2,80000.0,2,0
5839.5,136000.0,2,170000.0,2,0
5841.0,40000.0,2,50000.0,2,0
5842.5,80000.0,1,100000.0,1,0
5844.0,24000.0,2,30000.0,2,0
5845.5,24000.0,2,30000.0,2,0
5847.0,256000.0,2,320000.0,2,0
5848.5,56000.0,2,70000.0,2,1
5850.0,40000.0,2,50000.0,2,0
5851.5,104000.0,1,130000.0,1,0
5853.0,40000.0,2,50000.0,2,1
5854.5,40000.0,1,50000.0,1,0
5856.0,40000.0,1,50000.0,1,0
5857.5,128000.0,1,160000.0,1,0
5859.0,360000.0,1,450000.0,1,0
5860.5,304000.0,2,380000.0,2,0
5862.0,24000.0,2,30000.0,2,1
5863.5,40000.0,1,50000.0,1,0
5865.0,176000.0,1,220000.0,1,1
5866.5,40000.0,2,50000.0,2,1
5868.0,72000.0,2,90000.0,2,0
5869.5,64000.0,1,80000.0,1,0
5871.0,312000.0,1,390000.0,1,0
5872.5,112000.0,1,140000.0,1,0
5874.0,288000.0,2,360000.0,2,0
5875.5,40000.0,1,50000.0,1,1
5877.0,208000.0,1,260000.0,1,1
5878.5,144000.0,2,180000.0,2,1
5880.0,288000.0,1,360000.0,1,0
5881.5,184000.0,2,230000.0,2,1
5883.0,104000.0,1,130000.0,1,0
5884.5,16000.0,2,20000.0,2,0
5886.0,160000.0,2,200000.0,2,0
5887.5,176000.0,2,220000.0,2,0
5889.0,16000.0,1,20000.0,1,0
5890.5,16000.0,1,20000.0,1,0
5892.0,192000.0,2,240000.0,2,1
5893.5,384000.0,2,480000.0,2,0
5895.0,40000.0,2,50000.0,2,0
5896.5,80000.0,1,100000.0,1,0
5898.0,96000.0,2,120000.0,2,1
5899.5,184000.0,2,230000.0,2,0
5901.0,16000.0,1,20000.0,1,0
5902.5,40000.0,1,50000.0,1,0
5904.0,104000.0,2,130000.0,2,0
5905.5,120000.0,2,150000.0,2,0
5907.0,48000.0,2,60000.0,2,0
5908.5,208000.0,1,260000.0,1,0
5910.0,400000.0,1,500000.0,1,0
5911.5,216000.0,2,270000.0,2,0
5913.0,328000.0,2,410000.0,2,1
5914.5,48000.0,2,60000.0,2,0
5916.0,160000.0,2,200000.0,2,0
5917.5,40000.0,1,50000.0,1,0
5919.0,400000.0,2,500000.0,2,1
5920.5,120000.0,2,150000.0,2,0
5922.0,136000.0,1,170000.0,1,0
5923.5,40000.0,2,50000.0,2,0
5925.0,104000.0,1,130000.0,1,0
5926.5,96000.0,1,120000.0,1,0
5928.0,56000.0,1,70000.0,1,0
5929.5,256000.0,2,320000.0,2,0
5931.0,88000.0,2,110000.0,2,0
5932.5,336000.0,2,420000.0,2,0
5934.0,192000.0,2,240000.0,2,0
5935.5,304000.0,1,380000.0,1,0
5937.0,16000.0,2,20000.0,2,0
5938.5,40000.0,2,50000.0,2,1
5940.0,16000.0,1,20000.0,1,0
5941.5,16000.0,2,20000.0,2,0
5943.0,192000.0,2,240000.0,2,0
5944.5,272000.0,2,340000.0,2,1
5946.0,72000.0,2,90000.0,2,1
5947.5,40000.0,2,50000.0,2,0
5949.0,168000.0,2,210000.0,2,0
5950.5,48000.0,2,60000.0,2,0
5952.0,40000.0,1,50000.0,1,0
5953.5,40000.0,2,50000.0,2,0
5955.0,72000.0,2,90000.0,2,0
5956.5,200000.0,1,250000.0,1,0
5958.0,232000.0,1,290000.0,1,1
5959.5,192000.0,1,240000.0,1,0
5961.0,288000.0,1,360000.0,1,0
5962.5,272000.0,1,340000.0,1,0
5964.0,232000.0,2,290000.0,2,0
5965.5,40000.0,2,50000.0,2,0
5967.0,248000.0,2,310000.0,2,0
5968.5,8000.0,1,10000.0,1,0
5970.0,208000.0,2,260000.0,2,0
5971.5,144000.0,2,180000.0,2,1
5973.0,16000.0,1,20000.0,1,0
5974.5,288000.0,2,360000.0,2,0
5976.0,64000.0,2,80000.0,2,0
5977.5,360000.0,2,450000.0,2,0
5979.0,24000.0,2,30000.0,2,1
5980.5,400000.0,1,500000.0,1,0
5982.0,168000.0,2,210000.0,2,0
5983.5,240000.0,1,300000.0,1,0
5985.0,80000.0,1,100000.0,1,1
5986.5,192000.0,1,240000.0,1,1
5988.0,40000.0,2,50000.0,2,0
5989.5,16000.0,1,20000.0,1,1
5991.0,88000.0,2,110000.0,2,1
5992.5,160000.0,1,200000.0,1,0
5994.0,176000.0,1,220000.0,1,0
5995.5,40000.0,2,50000.0,2,1
5997.0,48000.0,1,60000.0,1,0
5998.5,16000.0,2,20000.0,2,1
6000.0,136000.0,1,170000.0,1,1
6001.5,24000.0,2,30000.0,2,0
6003.0,128000.0,2,160000.0,2,1
6004.5,160000.0,1,200000.0,1,1
6006.0,96000.0,1,120000.0,1,0
6007.5,184000.0,2,230000.0,2,0
6009.0,16000.0,2,20000.0,2,0
6010.5,8000.0,1,10000.0,1,1
6012.0,80000.0,2,100000.0,2,0
6013.5,104000.0,2,130000.0,2,0
6015.0,40000.0,1,50000.0,1,0
6016.5,112000.0,2,140000.0,2,0
6018.0,40000.0,1,50000.0,1,0
6019.5,288000.0,1,360000.0,1,0
6021.0,16000.0,2,20000.0,2,1
6022.5,88000.0,2,110000.0,2,0
6024.0,80000.0,1,100000.0,1,1
6025.5,208000.0,2,260000.0,2,0
6027.0,40000.0,2,50000.0,2,0
6028.5,288000.0,2,360000.0,2,1
6030.0,24000.0,2,30000.0,2,1
6031.5,40000.0,1,50000.0,1,0
6033.0,216000.0,2,270000.0,2,0
6034.5,200000.0,2,250000.0,2,0
6036.0,200000.0,1,250000.0,1,0
6037.5,96000.0,2,120000.0,2,0
6039.0,200000.0,2,250000.0,2,0
6040.5,208000.0,2,260000.0,2,0
6042.0,192000.0,1,240000.0,1,0
6043.5,48000.0,2,60000.0,2,0
6045.0,200000.0,2,250000.0,2,1
6046.5,80000.0,2,100000.0,2,0
6048.0,120000.0,2,150000.0,2,0
6049.5,136000.0,2,170000.0,2,0
6051.0,568000.0,2,710000.0,2,0
6052.5,16000.0,1,20000.0,1,0
6054.0,288000.0,2,360000.0,2,0
6055.5,120000.0,2,150000.0,2,1
6057.0,120000.0,2,150000.0,2,0
6058.5,40000.0,1,50000.0,1,0
6060.0,112000.0,2,140000.0,2,0
6061.5,200000.0,1,250000.0,1,0
6063.0,16000.0,1,20000.0,1,0
6064.5,288000.0,2,360000.0,2,0
6066.0,128000.0,2,160000.0,2,1
6067.5,144000.0,2,180000.0,2,0
6069.0,40000.0,1,50000.0,1,0
6070.5,40000.0,1,50000.0,1,0
6072.0,176000.0,2,220000.0,2,1
6073.5,120000.0,1,150000.0,1,1
6075.0,128000.0,1,160000.0,1,0
6076.5,128000.0,2,160000.0,2,0
6078.0,160000.0,2,200000.0,2,0
6079.5,152000.0,1,190000.0,1,0
6081.0,40000.0,2,50000.0,2,1
6082.5,40000.0,1,50000.0,1,0
6084.0,112000.0,2,140000.0,2,0
6085.5,48000.0,2,60000.0,2,0
6087.0,8000.0,2,10000.0,2,0
6088.5,320000.0,1,400000.0,1,0
6090.0,400000.0,2,500000.0,2,0
6091.5,256000.0,2,320000.0,2,0
6093.0,192000.0,1,240000.0,1,0
6094.5,88000.0,2,110000.0,2,0
6096.0,192000.0,1,240000.0,1,1
6097.5,40000.0,2,50000.0,2,1
6099.0,80000.0,2,100000.0,2,0
6100.5,40000.0,1,50000.0,1,0
6102.0,40000.0,1,50000.0,1,1
6103.5,40000.0,1,50000.0,1,1
6105.0,120000.0,2,150000.0,2,0
6106.5,160000.0,2,200000.0,2,0
6108.0,64000.0,2,80000.0,2,0
6109.5,288000.0,1,360000.0,1,0
6111.0,96000.0,1,120000.0,1,0
6112.5,184000.0,1,230000.0,1,0
6114.0,48000.0,2,60000.0,2,1
6115.5,72000.0,1,90000.0,1,0
6117.0,40000.0,1,50000.0,1,1
6118.5,192000.0,1,240000.0,1,0
6120.0,184000.0,2,230000.0,2,0
6121.5,64000.0,2,80000.0,2,0
6123.0,320000.0,2,400000.0,2,0
6124.5,96000.0,1,120000.0,1,0
6126.0,200000.0,1,250000.0,1,0
6127.5,24000.0,2,30000.0,2,0
6129.0,120000.0,2,150000.0,2,0
6130.5,248000.0,1,310000.0,1,0
6132.0,120000.0,1,150000.0,1,0
6133.5,64000.0,2,80000.0,2,0
6135.0,160000.0,2,200000.0,2,1
6136.5,40000.0,1,50000.0,1,0
6138.0,152000.0,1,190000.0,1,1
6139.5,40000.0,1,50000.0,1,0
6141.0,80000.0,1,100000.0,1,1
6142.5,120000.0,1,150000.0,1,0
6144.0,64000.0,1,80000.0,1,0
6145.5,160000.0,1,200000.0,1,0
6147.0,96000.0,2,120000.0,2,0
6148.5,48000.0,2,60000.0,2,1
6150.0,360000.0,2,450000.0,2,0
6151.5,96000.0,1,120000.0,1,1
6153.0,104000.0,1,130000.0,1,0
6154.5,192000.0,2,240000.0,2,1
6156.0,72000.0,2,90000.0,2,0
6157.5,168000.0,1,210000.0,1,1
6159.0,72000.0,2,90000.0,2,0
6160.5,336000.0,2,420000.0,2,0
6162.0,232000.0,1,290000.0,1,1
6163.5,312000.0,1,390000.0,1,0
6165.0,184000.0,1,230000.0,1,0
6166.5,72000.0,2,90000.0,2,0
6168.0,224000.0,2,280000.0,2,0
6169.5,224000.0,2,280000.0,2,0
6171.0,24000.0,2,30000.0,2,0
6172.5,16000.0,1,20000.0,1,0
6174.0,144000.0,2,180000.0,2,0
6175.5,56000.0,2,70000.0,2,1
6177.0,184000.0,2,230000.0,2,0
6178.5,40000.0,1,50000.0,1,0
6180.0,200000.0,1,250000.0,1,0
6181.5,112000.0,1,140000.0,1,0
6183.0,112000.0,2,140000.0,2,0
6184.5,104000.0,2,130000.0,2,0
6186.0,96000.0,2,120000.0,2,0
6187.5,48000.0,2,60000.0,2,1
6189.0,64000.0,2,80000.0,2,0
6190.5,192000.0,2,240000.0,2,0
6192.0,40000.0,1,50000.0,1,1
6193.5,216000.0,2,270000.0,2,0
6195.0,136000.0,2,170000.0,2,0
6196.5,40000.0,1,50000.0,1,1
6198.0,184000.0,2,230000.0,2,0
6199.5,312000.0,2,390000.0,2,0
6201.0,160000.0,2,200000.0,2,1
6202.5,400000.0,2,500000.0,2,0
6204.0,24000.0,2,30000.0,2,1
6205.5,360000.0,2,450000.0,2,0
6207.0,40000.0,1,50000.0,1,0
6208.5,40000.0,2,50000.0,2,0
6210.0,176000.0,1,220000.0,1,0
6211.5,24000.0,2,30000.0,2,0
6213.0,40000.0,2,50000.0,2,0
6214.5,40000.0,1,50000.0,1,0
6216.0,24000.0,2,30000.0,2,1
6217.5,160000.0,2,200000.0,2,1
6219.0,40000.0,2,50000.0,2,1
6220.5,64000.0,2,80000.0,2,0
6222.0,16000.0,1,20000.0,1,1
6223.5,56000.0,2,70000.0,2,0
6225.0,104000.0,1,130000.0,1,0
6226.5,160000.0,1,200000.0,1,0
6228.0,256000.0,2,320000.0,2,0
6229.5,136000.0,2,170000.0,2,0
6231.0,224000.0,2,280000.0,2,0
6232.5,8000.0,2,10000.0,2,0
6234.0,160000.0,1,200000.0,1,0
6235.5,56000.0,1,70000.0,1,0
6237.0,184000.0,2,230000.0,2,0
6238.5,120000.0,2,150000.0,2,0
6240.0,256000.0,2,320000.0,2,0
6241.5,40000.0,1,50000.0,1,0
6243.0,160000.0,2,200000.0,2,1
